-3.245728502257261630e-04,-7.716857350980583878e-05,-1.008919006426835404e-04,-4.782822809705576137e-06,1.077936746691724335e-03,4.709046879310963170e-03,-6.454707212465227162e-02,-2.892181680582390363e-02,-1.592047603468969320e-03,9.329228118579048880e-04,-1.569559143918199812e-02,1.739722460768446805e-02,-1.428256248698284159e-01,2.380065263843570378e+01,1.902828355481602340e+00,5.499391482960885869e-03,-3.709891535379285926e-02,-1.859174171035127363e-03,-3.045606569042942358e-01,-4.993612389258779772e-09,-5.148218356920656353e-09,-4.883839389377379016e-09
-3.136117081100069808e-04,-7.725188326533863228e-05,-9.742699386575218732e-05,-4.753954637536566800e-06,9.501526531677832125e-04,3.745613307252531644e-03,-4.681876957858191468e-02,-2.587411667436567350e-02,-1.292708318293347459e-03,7.215616070740404637e-04,-1.226997149020973669e-02,1.361667122453823209e-02,-1.436455965102567400e-01,2.380056859183755336e+01,1.903806884765977481e+00,1.394677400288062141e-02,-3.120020516073673811e-02,2.532428779469245096e-04,-1.163291940934712276e-01,-9.914189104351095121e-09,-1.002254787907051034e-08,-1.234939243259719075e-08
-3.418356038799385361e-04,-8.615835601786296053e-05,-9.263631310987992772e-05,-4.690794764303404774e-06,9.131041398140153772e-04,3.007701563144704691e-03,-4.146859383756219125e-02,-2.467305329692723662e-02,-1.098261496868034896e-03,5.353254090007828012e-04,-9.971732382249652582e-03,1.090805504521947730e-02,-1.644354936350942709e-01,2.380056962776751561e+01,1.924667243964290009e+00,2.371360341691556434e-02,-3.162543631896139879e-02,5.518210099109709978e-03,-9.049958318255449385e-02,-1.483903442623687940e-08,-1.389734592608786507e-08,-1.702206124736631218e-08
-3.774215224113505783e-04,-9.893805426931692563e-05,-7.220583405322305649e-05,-4.246284439185321801e-06,8.476903391932580183e-04,2.047585699496056334e-03,-3.814658757029580627e-02,-2.392324056497592208e-02,-8.407778054969591896e-04,3.006254665324522668e-04,-7.522214808288719967e-03,8.011912873418278180e-03,-1.865414873199688073e-01,2.380056228333226542e+01,1.946778056364494969e+00,3.434332477181496063e-02,-3.232576666687135558e-02,9.910951623706629188e-03,-6.915010938677940144e-02,-1.966344257408475327e-08,-1.944675968387220138e-08,-2.271503109954700635e-08
-4.159741274050908705e-04,-1.143667115037272553e-04,-3.169486289723356422e-05,-3.137537030241396656e-06,8.070890790074109486e-04,8.707060695789339312e-04,-3.683132597848119000e-02,-2.370532883342857042e-02,-4.988296579087563411e-04,3.985457692182361588e-06,-5.149583519252886460e-03,5.163007903474651702e-03,-2.091117750953981058e-01,2.380053793195819978e+01,1.969350857794339493e+00,4.567875853813464782e-02,-3.318166492178998422e-02,1.312916343366855865e-02,-5.109489499874460272e-02,-2.451107661954572020e-08,-2.514690477337178508e-08,-2.698291952543152893e-08
-4.557728812926028182e-04,-1.318805271702127202e-04,3.389901368874793843e-05,-9.295979909727434103e-07,8.416355063189745684e-04,-4.979459206913839893e-04,-3.739789508260626255e-02,-2.400096649935596488e-02,-5.295247479732177672e-05,-3.686536844035935676e-04,-3.029928693182192944e-03,2.593863534258685974e-03,-2.307660111528234970e-01,2.380048890286749241e+01,1.991005499617560570e+00,5.637658435915161165e-02,-3.409980694353462183e-02,1.513637947481792471e-02,-3.572018906487042095e-02,-2.925222074513847049e-08,-3.054681573052388242e-08,-3.359382058588988890e-08
-4.956847054134895904e-04,-1.509989849633281366e-04,1.196751804891770118e-04,2.367192046931783378e-06,9.702504569264322129e-04,-1.989643696858046668e-03,-3.947627269112524706e-02,-2.469051446505558800e-02,4.961723112358058102e-04,-8.176515282335107201e-04,-1.327126299376975771e-03,4.799586636683869038e-04,-2.498570117450151229e-01,2.380041238812281890e+01,2.010413598007239955e+00,6.616075786774291978e-02,-3.501887932288449967e-02,1.611339031000810773e-02,-2.231363326009954545e-02,-3.419860774172614304e-08,-3.669214278303485763e-08,-4.035101720249099221e-08
-5.345951588314226373e-04,-1.710343658894245824e-04,2.356445922863432030e-04,7.825217473993627477e-06,1.211553630365488085e-03,-3.590753403175786507e-03,-4.274596889986096576e-02,-2.565624911903643945e-02,1.162584244643087399e-03,-1.366856641378601982e-03,-1.621172475924217776e-04,-1.081845637671609208e-03,-2.656702626175502790e-01,2.380031660159141893e+01,2.026197242871733639e+00,7.560448301366551327e-02,-3.591958019633497562e-02,1.618025070169963262e-02,-1.009119054734631919e-02,-3.924669852468470944e-08,-4.250077927303359637e-08,-4.667456530406674559e-08
-5.705383573297637513e-04,-1.906415043867495636e-04,3.610541657615870493e-04,1.442222628168364082e-05,1.501436147621663464e-03,-5.182080906817152118e-03,-4.634301225127613472e-02,-2.664672950357921399e-02,1.891487541496169374e-03,-1.980640960486793924e-03,4.374352397365069748e-04,-2.073581547841020067e-03,-2.768730745655829661e-01,2.380021565390149618e+01,2.037510574911704175e+00,8.493894385133524128e-02,-3.677288384363903984e-02,1.538474162912562178e-02,1.771623387737715580e-03,-4.470457700142044425e-08,-4.815177619427763544e-08,-5.284248579191568955e-08
-6.049668053620933881e-04,-2.104635213763919642e-04,5.081264975246901948e-04,2.361401927894821382e-05,1.853222689854387012e-03,-6.695875664898418879e-03,-5.008678807151927675e-02,-2.759638990043019463e-02,2.662419480990545640e-03,-2.649629605550716475e-03,4.339513730452304141e-04,-2.483759360640120078e-03,-2.834198592981971299e-01,2.380014844519297057e+01,2.044047528742650943e+00,9.478400959857183339e-02,-3.759067300859544880e-02,1.361695762474437327e-02,1.395662834264430920e-02,-4.964893308259127621e-08,-5.252334432389809703e-08,-5.795991132405965724e-08
-6.372138975320947333e-04,-2.300085657645187817e-04,6.573580852105940370e-04,3.389356207632654504e-05,2.148751306854460204e-03,-8.079275767027915486e-03,-5.298014100195777565e-02,-2.827458742333292113e-02,3.402258179883731627e-03,-3.314087774560325016e-03,8.905778431730650678e-05,-2.586184340424375807e-03,-2.856145330537347427e-01,2.380007516523388844e+01,2.045984614344956043e+00,1.054304371938205726e-01,-3.834047402112632924e-02,1.078729721187169505e-02,2.712142533154140306e-02,-5.426000018123039266e-08,-5.548988247114236157e-08,-6.646364481576588848e-08
-6.688809504386611024e-04,-2.502501334746579597e-04,7.875835707743744987e-04,4.333780724113558524e-05,2.331664209560876250e-03,-9.197601638251022907e-03,-5.483988605623025397e-02,-2.865912313298581149e-02,4.021650919154609073e-03,-3.891731445495013979e-03,-4.089337319910122878e-04,-2.511128746375783719e-03,-2.847597250314146122e-01,2.380006900772297485e+01,2.045037906136104588e+00,1.154962048169205502e-01,-3.903595813969531342e-02,7.097361630526894533e-03,4.156603213143655884e-02,-5.920523297807339204e-08,-6.199707123775018595e-08,-7.139215737215045883e-08
-6.987013010036103059e-04,-2.706442407424135862e-04,9.047027311799395784e-04,5.329691135700046503e-05,2.648494511602595292e-03,-1.021393889474724558e-02,-5.741083838601823697e-02,-2.908127131875224911e-02,4.711372338146615872e-03,-4.600141731437059657e-03,-1.392666241638860049e-03,-1.616887533008642443e-03,-2.828751889752590398e-01,2.380011473695231672e+01,2.043135823935525508e+00,1.176292772178248736e-01,-3.960864842303599143e-02,7.518613278851945386e-03,4.926856105562628374e-02,-6.442378968257135992e-08,-6.734732254175025997e-08,-7.664709554483934380e-08
-7.279791012311406751e-04,-2.918377672657625666e-04,1.023051886807322969e-03,6.433724005065686029e-05,2.893974513760467875e-03,-1.129877391398372184e-02,-5.944174178879989973e-02,-2.936718447879026542e-02,5.450701510301370241e-03,-5.401521485287740822e-03,-2.248987639688215193e-03,-4.921094864335611970e-04,-2.809834602637965584e-01,2.380010814233431304e+01,2.041227322793766952e+00,1.112399741417373356e-01,-4.011462586115053380e-02,8.706785611245127302e-03,5.838125042568385187e-02,-6.929896659336115093e-08,-7.255181296999898972e-08,-8.408830935712477476e-08
-7.586337917354989786e-04,-3.144518986016682158e-04,1.125063669332540929e-03,7.396075288523366604e-05,3.051820706205200448e-03,-1.225425414279036201e-02,-6.085779001229715823e-02,-2.954133415752528691e-02,6.114835007845259920e-03,-6.137038551746231210e-03,-2.848953214803168731e-03,6.020817709996561249e-04,-2.795973888980380351e-01,2.380027408128807309e+01,2.039675127302126079e+00,9.947701606598199908e-02,-4.068657536350195336e-02,9.969537459413674307e-03,6.852295300086272412e-02,-7.425846634005666159e-08,-7.758434914255599956e-08,-9.036967902763010371e-08
-7.899312840071256612e-04,-3.380634123266153344e-04,1.198201647041057969e-03,8.110222916543656990e-05,3.160161285134655777e-03,-1.303655487617279632e-02,-6.186091393142429534e-02,-2.964799773842476116e-02,6.684336187825715841e-03,-6.769436034104793845e-03,-3.291839304685489041e-03,1.544099877409734443e-03,-2.786268612493383312e-01,2.380032784548787106e+01,2.038649295711915332e+00,8.759557053035328666e-02,-4.128953868734944188e-02,1.065646963119131277e-02,7.857320188666334915e-02,-7.910793782403489677e-08,-8.291429701286972849e-08,-9.804090161701886983e-08
-8.209522080412728039e-04,-3.616658239452427638e-04,1.249051165253266520e-03,8.595306410527772190e-05,3.220903220496904376e-03,-1.366102987949571919e-02,-6.246561252824982952e-02,-2.970554220230136114e-02,7.144952675353564292e-03,-7.272987779648465434e-03,-3.544319999060529386e-03,2.203607397218035162e-03,-2.781759765950930219e-01,2.380055369601596027e+01,2.037959061378473713e+00,7.790629784008920589e-02,-4.193164350519174022e-02,1.074664534778979434e-02,8.765538626722835236e-02,-8.379222388834540607e-08,-8.768620535471362612e-08,-1.044326234724675550e-07
-8.521663478078453629e-04,-3.858717170797069528e-04,1.289845960315734019e-03,8.994194247649295174e-05,3.249961192461055769e-03,-1.414805932683273898e-02,-6.279008850519234020e-02,-2.973389089743364716e-02,7.518741149539961803e-03,-7.675840964423855627e-03,-3.672111287435486909e-03,2.651503916976291272e-03,-2.777921083630619514e-01,2.380055925512231951e+01,2.037560179371269431e+00,7.028736180923540744e-02,-4.258994301383636077e-02,1.050631543741669359e-02,9.555281436856993826e-02,-8.783827321545088336e-08,-9.235779091645706939e-08,-1.102510986909421629e-07
-8.827496873885347112e-04,-4.101154793469369937e-04,1.320370728559353652e-03,9.294093950617531865e-05,3.262654641656808664e-03,-1.454449479336764051e-02,-6.294668144472956306e-02,-2.974755483255971805e-02,7.831771984402999612e-03,-8.006139071470496846e-03,-3.719648500603537234e-03,2.927053259406493888e-03,-2.775517450698153366e-01,2.380056100942502439e+01,2.037311320449035179e+00,6.486029555272558589e-02,-4.323320390611549990e-02,1.009345121258833564e-02,1.023218425830186434e-01,-9.255324746379732824e-08,-9.738586806013091551e-08,-1.167800456594731136e-07
-9.136270387080132208e-04,-4.348970996972408671e-04,1.343985855414623048e-03,9.527139677122529386e-05,3.265404121260045804e-03,-1.487707941195707574e-02,-6.298690773770740381e-02,-2.975256075760325525e-02,8.100308126033834918e-03,-8.284214489061284339e-03,-3.710591112128069045e-03,3.074988797587783866e-03,-2.773757819654876222e-01,2.380056058597824276e+01,2.037133931634639072e+00,6.112352649407620103e-02,-4.389788736162085481e-02,9.617091915775749858e-03,1.081242133874109612e-01,-9.747901504825821693e-08,-1.021234596528194806e-07,-1.229954023437362134e-07
-9.435317143750888719e-04,-4.592346292017569277e-04,1.362232038615658961e-03,9.707915288814502545e-05,3.262195341345585330e-03,-1.516118016639601482e-02,-6.293928337937300388e-02,-2.975175348318482085e-02,8.331211735336760058e-03,-8.519785541907369877e-03,-3.659038934443417049e-03,3.127179872086748632e-03,-2.772268075512906993e-01,2.380055906383690356e+01,2.036984293125648104e+00,5.865414270755540949e-02,-4.454893190762206079e-02,9.292285456791896797e-03,1.131993937157102503e-01,-1.016428705506097412e-07,-1.069887450601812351e-07,-1.291396065618760535e-07
-9.733948063890310006e-04,-4.839951705383958272e-04,1.377175675179310695e-03,9.858983936417069845e-05,3.255391351317638016e-03,-1.541420691305490573e-02,-6.282446240611062882e-02,-2.974652544314088098e-02,8.539759250209576213e-03,-8.730774934195772996e-03,-3.574188879134528908e-03,3.121331841844621549e-03,-2.770426731295203560e-01,2.380055690862618789e+01,2.036802113817606230e+00,5.677357729289037730e-02,-4.519371748901950675e-02,9.163200352565887760e-03,1.176107150238877158e-01,-1.071157159845909949e-07,-1.122004810158652282e-07,-1.353831041461714653e-07
-1.000991359526245050e-03,-5.068066968079503690e-04,1.388414988304046164e-03,9.973382916367823077e-05,3.247190226698796513e-03,-1.563155266643057040e-02,-6.266545222201350129e-02,-2.973802484870593718e-02,8.714972041266201910e-03,-8.907665604482112309e-03,-3.468057296208131458e-03,3.076770134993170661e-03,-2.768652714040745755e-01,2.380055512018651598e+01,2.036619843993928036e+00,5.530793849404989915e-02,-4.581984987009751070e-02,9.332613204318470149e-03,1.215534754879011997e-01,-1.121693880641208124e-07,-1.168961686895539091e-07,-1.412322246698670817e-07
-1.028373858670319271e-03,-5.295911604065336965e-04,1.397659034719494738e-03,1.006758928155115115e-04,3.238167809349812559e-03,-1.583171624899120181e-02,-6.246333203634137077e-02,-2.972579158008645944e-02,8.874853648700159817e-03,-9.068225643609090572e-03,-3.336842757438404552e-03,2.996470913467397419e-03,-2.766537853595517626e-01,2.380055299993360762e+01,2.036404839332870864e+00,5.409586881811516423e-02,-4.645114417904495224e-02,9.584098907175932561e-03,1.251531046696452432e-01,-1.166889145089621787e-07,-1.215332906454547232e-07,-1.469892229782927245e-07
-1.044709811329837300e-03,-5.396564852766768186e-04,1.402635461851457635e-03,1.010617340198041535e-04,3.235578504370332197e-03,-1.594427227754754289e-02,-6.240185802345047522e-02,-2.972306315704871180e-02,8.938587444304974330e-03,-9.135583627854366659e-03,-3.293867694761767884e-03,2.955563102937580362e-03,-2.767623877442923486e-01,2.380055654670386645e+01,2.036475681899131640e+00,5.404664928481588831e-02,-4.708183209109303990e-02,9.897845465401180001e-03,1.283891530497608402e-01,-1.168870439680648798e-07,-1.219090763118541528e-07,-1.482852629163695339e-07
-1.061088028043870573e-03,-5.499055398543734995e-04,1.406369397786980417e-03,1.013571081321004811e-04,3.233435645559676677e-03,-1.604907708333057348e-02,-6.233654991953813118e-02,-2.971967130134179486e-02,8.999130847862225890e-03,-9.199614365812494934e-03,-3.249520199757487560e-03,2.912722301631393007e-03,-2.768487140692296733e-01,2.380055999051262106e+01,2.036530547167307859e+00,5.401076860121949152e-02,-4.770434079926547111e-02,1.043953673198421903e-02,1.313324659608731682e-01,-1.171486623907697601e-07,-1.224537054657762257e-07,-1.495472606213557613e-07
