1.520152365855604870e-01,2.246835728452267755e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.534435980828617596e-01,2.249887976868362449e-01,1.553586537004498364e-02,2.868859721140297470e-02,5.916950092099223027e-03,3.101980159115232394e-01
1.578423006274195239e-01,2.260369878602090932e-01,6.181602529634545179e-02,6.025858013553982151e-02,1.144281774271860633e-02,6.138672397359621336e-01
1.653386187365909199e-01,2.281540225402004796e-01,1.379243417766542468e-01,9.348247435198282773e-02,1.531729956679310674e-02,9.058557643741462773e-01
1.759045548281680527e-01,2.319024809741268844e-01,2.366591824185804438e-01,1.284316583596623040e-01,1.823532918410005615e-02,1.067042217794831993e+00
1.893964969187773573e-01,2.378739133707457043e-01,3.543218134136411623e-01,1.647761064987945390e-01,1.657591077148407380e-02,1.283395636755748193e+00
2.055300864713947018e-01,2.466788128355861531e-01,4.926325326302222196e-01,2.018870144871377503e-01,1.029457642193246786e-02,1.479866710180084199e+00
2.237763124708466445e-01,2.590122833728296103e-01,6.491415498653879679e-01,2.383419870396765450e-01,-1.193911117869593183e-03,1.647562061223378116e+00
2.439763255262331620e-01,2.746792169383661109e-01,8.209303606979040380e-01,2.695793213405595079e-01,-3.850550238420793331e-02,1.786198448500030178e+00
2.658200721127201294e-01,2.933347431125869487e-01,1.005342267016534619e+00,2.904664606626009005e-01,-8.003404998435187379e-02,1.900519807168976616e+00
2.882985024465126722e-01,3.151286528392021613e-01,1.205352895532090018e+00,2.981073646246863995e-01,-1.261439628905466348e-01,2.096340087538101304e+00
3.102964847657104785e-01,3.398857658994364761e-01,1.423940903636665034e+00,2.893356290697945976e-01,-1.733050003582460030e-01,2.272015139930501526e+00
3.307380534073999789e-01,3.670376143129358559e-01,1.659062021923340069e+00,2.624414146688820448e-01,-2.177993359119759775e-01,2.426817896873232794e+00
3.488960434960561852e-01,3.956577899058212888e-01,1.908563262170357877e+00,2.176313734239789521e-01,-2.555610218609829509e-01,2.559368408460362510e+00
3.645590175674059963e-01,4.247028256328212459e-01,2.170147606969390797e+00,1.573271573274986346e-01,-2.828613379684418172e-01,2.668317176022310111e+00
3.794982348931854599e-01,4.516482114891212651e-01,2.441336210814041952e+00,4.162415200346454569e-02,-2.929669183790526987e-01,2.750696795601852873e+00
3.971240388971110091e-01,4.748765490451748450e-01,2.719368718570942978e+00,-9.142267195634622146e-02,-2.797027981592162260e-01,2.805773201217248491e+00
4.193591636966605973e-01,4.960745043231838403e-01,3.001808900113525080e+00,-2.150214769477692689e-01,-2.435063469925076718e-01,2.840520943606473114e+00
4.462546705139246450e-01,5.180137116473249037e-01,3.285549441311430119e+00,-3.190525833625913465e-01,-1.880461825435260914e-01,2.834653771694583657e+00
4.766108092428079646e-01,5.426390465085466630e-01,3.540939163095580433e+00,-3.928600330504453675e-01,-1.189506021078579751e-01,2.289463878697090671e+00
5.089246087659350382e-01,5.706597166821362199e-01,3.746245328990999823e+00,-4.399605717010230954e-01,-5.851349414279603811e-02,1.828712123280643809e+00
5.420620052503375419e-01,6.022648394799398064e-01,3.908743098631150215e+00,-4.712388975109792488e-01,-8.900440047371761809e-03,1.430055846112536555e+00
5.753920864651436151e-01,6.372927551913323274e-01,4.034857499461691255e+00,-4.945131395907950700e-01,2.967720354512233538e-02,1.098325179079411074e+00
6.090759947499896354e-01,6.751266223431264812e-01,4.151263371590588669e+00,-5.106504016634731968e-01,7.974482006457422889e-02,1.230795819054352869e+00
6.429144549481703441e-01,7.152393000513137533e-01,4.283948269522760199e+00,-5.141379587277631336e-01,1.344317816655505315e-01,1.423123036477246028e+00
6.759528879929073142e-01,7.573185435141099875e-01,4.434356865514074819e+00,-5.009845352038472255e-01,1.932811792591477007e-01,1.585353232456483408e+00
7.073602526666937784e-01,8.007068524233301732e-01,4.598369427125965636e+00,-4.693173385948737897e-01,2.519636959409787824e-01,1.695313882072018830e+00
7.363735833449293056e-01,8.444492144286805946e-01,4.782368253235848243e+00,-4.143061011801174032e-01,3.056024977006572829e-01,1.980385714369720773e+00
7.625474796892057761e-01,8.870775752804542780e-01,4.993418544888373667e+00,-3.299659626673060453e-01,3.538573465151861330e-01,2.234555728938980579e+00
7.864101003470960194e-01,9.269845502591527175e-01,5.227884476535606950e+00,-2.175594410950898450e-01,3.892103507482125302e-01,2.446999251164999833e+00
8.094594611423050479e-01,9.631117388265838519e-01,5.481134977185162072e+00,-8.339528565274970107e-02,4.051729934808877553e-01,2.609271646210979068e+00
8.360554166923517272e-01,9.937274037728880405e-01,5.747760649904333441e+00,1.203318230750199669e-01,3.928741439598779639e-01,2.712826561248632640e+00
8.710411369691196670e-01,1.019802123320128873e+00,6.021817735770593316e+00,3.186696033945238815e-01,3.475789711372099799e-01,2.760516708831159516e+00
9.154981686284018316e-01,1.046118263029907958e+00,6.298690678352826922e+00,4.933098642103582732e-01,2.736678381943121741e-01,2.773221659519551796e+00
9.678073403175623257e-01,1.077615101836747691e+00,6.555028066355877314e+00,6.249696949955467762e-01,1.911749193388067591e-01,2.364949748597322099e+00
1.024374001942437218e+00,1.116855337034737605e+00,6.765568286171959045e+00,7.102347208431695202e-01,1.156792563133910573e-01,1.859766102603483517e+00
1.082138492895762028e+00,1.163698907177923347e+00,6.929137996469648897e+00,7.635431411407006541e-01,5.413053773148124997e-02,1.422435579398632077e+00
1.139460424913961933e+00,1.217014091746398963e+00,7.051907218313202108e+00,7.989058231755020723e-01,8.367690700367608203e-03,1.040812848387329570e+00
1.196104633533305650e+00,1.275289313995276341e+00,7.139861569657108831e+00,8.251547796727773942e-01,-3.192595037343601283e-02,7.240255509926167843e-01
1.252868420915906444e+00,1.336950996073812847e+00,7.196740379491274986e+00,8.475426257032822042e-01,-6.775239538226249247e-02,4.180676502416838525e-01
1.310568341608557841e+00,1.401040881758050860e+00,7.224177081522931587e+00,8.702026730209454497e-01,-8.792243186012892175e-02,1.332659720702287220e-01
1.369816251201023238e+00,1.467104287794534168e+00,7.223730932216345657e+00,8.956916707870887784e-01,-9.251976366657491124e-02,-1.411637391832105681e-01
1.431360681461812945e+00,1.534699138432966015e+00,7.196085811236367036e+00,9.245799132688642397e-01,-8.131164091123530002e-02,-4.111745956663510060e-01
1.496037458516833674e+00,1.603260314104661299e+00,7.141563682379411304e+00,9.555325996618561080e-01,-5.373564205891727397e-02,-6.791714227612477561e-01
1.564603773380626173e+00,1.672036863849120980e+00,7.067993388227707285e+00,9.848772438903310444e-01,-1.370332125543499702e-02,-7.940681911395428560e-01
1.636797599173089424e+00,1.740876463350130132e+00,6.999980971054249324e+00,1.008890550801307739e+00,3.709328495930513253e-02,-5.719845644033965115e-01
1.711684111502446148e+00,1.810269195132337527e+00,6.957720145011082380e+00,1.029836012357298491e+00,7.036646511710784035e-02,-2.776429270457965170e-01
1.788673812088514392e+00,1.880737652260669357e+00,6.943813166943928472e+00,1.051951199862423136e+00,8.491417295413113131e-02,-2.590844879508447107e-03
1.866986007479490839e+00,1.952883067272445095e+00,6.956976646227762018e+00,1.071438585855505998e+00,8.100402916278266752e-02,2.652880660846366201e-01
1.945709611537667083e+00,2.027322473145502624e+00,6.996839035539369256e+00,1.091021803281157609e+00,5.852401596377421189e-02,5.322048655995510469e-01
2.023933875272773353e+00,2.104821747656940634e+00,7.049423031802301232e+00,1.109039367827524769e+00,3.100829473062955213e-02,5.218166266974023637e-01
2.100938322277998704e+00,2.185369496322211003e+00,7.096896462012838747e+00,1.118981082092966872e+00,8.166759078554457207e-03,4.302067028192900211e-01
2.176305077799035370e+00,2.268290220861656437e+00,7.134954814538926549e+00,1.121933239642833646e+00,-8.086553084533706220e-03,3.329165866959028497e-01
2.249968693407473186e+00,2.352808467109440471e+00,7.163662242287067272e+00,1.120120302247496369e+00,-1.988357044058340281e-02,2.426699112777731537e-01
2.322075134788192496e+00,2.438241039270608645e+00,7.183857793146712467e+00,1.115282002877094669e+00,-2.709717884715420050e-02,1.621518515055495324e-01
2.392813022570650094e+00,2.524084554525747759e+00,7.196550119483091201e+00,1.108696930248411316e+00,-2.994243645599666687e-02,9.212313572880449775e-02
2.462377908056539333e+00,2.609981561638610170e+00,7.202759701414224836e+00,1.101228560052991412e+00,-2.879031297186571831e-02,3.207882267663886983e-02
2.530951227585870100e+00,2.695686289941995994e+00,7.203406113740894234e+00,1.093403446105559729e+00,-2.402567608137009744e-02,-1.949199624271832215e-02
2.598689793328667008e+00,2.781033966698537974e+00,7.199232397086123392e+00,1.085489588055307042e+00,-1.595847244737753912e-02,-6.459456707097815942e-02
2.665721764817307715e+00,2.865914924303999634e+00,7.190764881455582014e+00,1.077554377786581918e+00,-4.772439218099035207e-03,-1.056096031864217355e-01
2.732146598485233113e+00,2.950252912404119687e+00,7.178281643938630552e+00,1.069504083559223773e+00,9.491428991547021243e-03,-1.451388345094687116e-01
2.798040016982283884e+00,3.033984988324412324e+00,7.161795039693473086e+00,1.061110195858159244e+00,2.688096881107697456e-02,-1.858927140486932861e-01
2.863463939015727711e+00,3.117040781146025896e+00,7.141057567352479651e+00,1.052013084078267324e+00,4.751161500894945239e-02,-2.303588718797021928e-01
2.928472988866203774e+00,3.199325464662642560e+00,7.115596867279519344e+00,1.041712803686229316e+00,7.156112872714426310e-02,-2.805444938872030392e-01
2.993117077476371790e+00,3.280705481320579153e+00,7.084769808263270185e+00,1.029550659941004476e+00,9.921367866652718026e-02,-3.378483173477684898e-01
3.057440088994236582e+00,3.360996027977816158e+00,7.047829790733287858e+00,1.014692177903056880e+00,1.305832163071516394e-01,-4.029230469776064472e-01
3.121473978760919366e+00,3.439951021704204859e+00,7.004008607699667266e+00,9.961289925293058678e-01,1.656213935650870939e-01,-4.755217649590099960e-01
3.185227367665859344e+00,3.517256885925663656e+00,6.952611541802810713e+00,9.726999253716563931e-01,2.040161265344856978e-01,-5.543884263503375820e-01
3.248685136946074525e+00,3.592510654883816379e+00,6.893186598257322828e+00,9.432028045400883132e-01,2.444984651612989723e-01,-6.358591926568150088e-01
3.311794993933118381e+00,3.665214088403848436e+00,6.825783885086417868e+00,9.066306961570481660e-01,2.853780040639593008e-01,-7.135594552551373093e-01
3.374421559634299239e+00,3.734830042944893957e+00,6.751151192745097340e+00,8.624718752814098943e-01,3.249454298271144403e-01,-7.799592723664472427e-01
3.436357892305009543e+00,3.800875013301336924e+00,6.671219216883852887e+00,8.120089755703375767e-01,3.609261217074014594e-01,-8.190729780919452363e-01
3.497416900005485552e+00,3.863022110496655337e+00,6.589847001715977370e+00,7.588832666292009144e-01,3.905925310716690246e-01,-8.085010742438889508e-01
3.557426819561682940e+00,3.921159222250102161e+00,6.511194884997476784e+00,7.056886146280008099e-01,4.125959738929889653e-01,-7.643305864852174558e-01
3.616192213452015913e+00,3.975351700702138391e+00,6.437886856685206105e+00,6.544189368776119897e-01,4.270326890189172775e-01,-7.012860917460271848e-01
3.673437176323399278e+00,4.025782077631879119e+00,6.370964501938075841e+00,6.043332389374491687e-01,4.349978282267600860e-01,-6.362432018091510599e-01
3.728707482811871365e+00,4.072706502828093988e+00,6.309655042289681326e+00,5.531596049593946463e-01,4.381939822412884156e-01,-5.885819680085970784e-01
3.781466808737488083e+00,4.116426543726902310e+00,6.252982760322170819e+00,5.007481687815358296e-01,4.376047174541604079e-01,-5.432659771146646221e-01
3.831277902286520209e+00,4.157285061656223135e+00,6.201702949591579639e+00,4.487536546488507527e-01,4.335014161956056156e-01,-4.807314555715946347e-01
3.877812237041721843e+00,4.195479425014944752e+00,6.156936533091324826e+00,3.982524441459723841e-01,4.225959396542519064e-01,-4.129116701231079212e-01
3.920845694911859081e+00,4.230701623053870541e+00,6.120264428880657803e+00,3.526711102813968601e-01,3.987773744503477769e-01,-3.189098224750230859e-01
3.960333051947634964e+00,4.262723067261942944e+00,6.093030651744234305e+00,3.129727201925740498e-01,3.708405383489756790e-01,-2.243370318980732470e-01
