8.590760178604877950e+00,-2.170532203292815154e+00,7.066327718690160076e+00
7.304684120783554668e+00,-2.463417864049480155e+00,6.727728752739556839e+00
6.197750303549741879e+00,-2.569967333081029537e+00,6.336505364791189088e+00
5.144222645698592444e+00,-2.578938538867961316e+00,5.940100618037664759e+00
4.094603870740344931e+00,-2.567153990822773846e+00,5.564276333572482081e+00
3.045296774391233363e+00,-2.590956233473038051e+00,5.216086906780059707e+00
2.017794013627035810e+00,-2.686369504058347957e+00,4.890378081664373155e+00
8.115764524333330954e-01,-2.807315409433542186e+00,4.577169615489238730e+00
-1.036463167082524839e+00,-2.806466326641477771e+00,4.251851260578475511e+00
-3.251111890253723047e+00,-3.388572052909277321e+00,3.797230328691543200e+00
4.291380248751639037e+00,-4.141899170768881255e+00,5.615923817561164100e+00
4.624318841055436557e+00,-2.487423228424121113e+00,4.858469211410433530e+00
1.260839956551428553e+00,-1.533564499435274175e+00,3.920587350027957552e+00
-2.621912006317111299e+00,-1.135650929953317290e+00,3.129813630307916927e+00
-6.157329017679242789e+00,-1.062995683100187216e+00,2.494000165660835044e+00
-9.036636720497439157e+00,-1.214741060743393275e+00,1.963154461445681509e+00
-9.999949285410513866e+00,-4.968019267686810458e+00,9.863232269673918751e+00
-1.000000000975628112e+01,1.892576093558629990e+00,1.000000000643515818e+01
-1.000000000903511577e+01,5.000000008394569484e+00,9.999999998424479841e+00
-1.000000000975845893e+01,4.999999982792939335e+00,2.189650014214057361e+00
-1.000000000975864189e+01,5.000000005175675888e+00,-1.000000000793445665e+01
-1.000000000950732648e+01,-3.262529836136317307e+00,-1.000000000513686693e+01
-1.000000000973567715e+01,-5.000000006973451150e+00,-1.000000000681469992e+01
-7.191492004682886297e+00,-5.000000009740054097e+00,-3.648669935001384701e+00
-6.058608899237440504e+00,-4.999999623969014984e+00,-4.041442647062298832e+00
-5.082545337794740270e+00,-3.652527227471137117e+00,-2.910935007056890900e+00
-4.563043652030083663e+00,-1.409782666213614810e+00,-2.056676113965262953e+00
-3.923013642709925364e+00,7.231512942344173744e-01,-1.402875682826888681e+00
-5.451957745798334365e+00,2.317211273871226940e+00,-1.219368480795417264e+00
-8.271457831567950336e+00,7.378609551070804962e-01,-1.595699667003703803e+00
-7.029232545148968114e+00,-4.999896848838150554e+00,9.953735164916423628e+00
3.980517999230125392e-01,5.000000007675454938e+00,9.999999971532012921e+00
-9.999998084238066909e+00,4.999999885375636666e+00,-9.999998207052003707e+00
-9.999999967404479051e+00,5.000000008433136856e+00,-1.000000000089048235e+01
9.999999987898053888e+00,5.000000009544956825e+00,-1.000000000427624691e+01
-6.681175688131483881e+00,2.943276409878171407e+00,-3.306650550955979373e+00
-4.862411552033686135e+00,3.375684383715071846e+00,-1.540893329406916479e+00
-3.522678315859844478e+00,4.020420347138936812e+00,-8.524482265882751264e-01
-2.519593592756581568e+00,3.978502087701622170e+00,-5.270461592335496936e-01
-1.808590240411860783e+00,3.572436404516670994e+00,-3.930690006745510834e-01
-1.331432373400694091e+00,3.094313296291772541e+00,-4.040741576167931615e-01
-8.060643700093466091e-01,3.706904730472854403e+00,-3.480821565539573420e-02
-9.700476500916531686e-01,6.683251748839850181e-01,-6.054513521136944271e-02
-1.243689909244188652e+00,-4.433749068503976432e+00,5.835934149744580468e-01
-1.168992248337647366e+00,-1.642982037248752691e+00,-6.060997474477516911e-02
-1.549969941215375790e+00,1.699255289159672611e+00,-7.390152998240777649e-01
-1.474386568046080148e+00,1.793038495453954662e+00,-6.302228192227782300e-01
-1.541582331614280044e+00,1.204332744828217283e+00,-3.348852249683779703e-01
-1.548893616952626395e+00,8.954659447247796944e-01,-1.226938753960902656e-01
-1.492135283940517754e+00,7.590647030351539426e-01,3.393932780864385851e-02
-1.395568156476378441e+00,7.584130036468298419e-01,1.579763928824221286e-01
-1.313172032556664925e+00,9.542381714000452986e-01,2.752953776658519924e-01
-1.312124045812690154e+00,1.359214742693241940e+00,4.381267063719379573e-01
-1.194694916151885389e+00,1.496155409693610050e+00,4.918277226241359879e-01
-8.901987283463679290e-01,1.499384179125733407e+00,4.219973394958971835e-01
-4.626236763157182130e-01,1.368513933851466913e+00,4.448155608985859266e-01
-2.479471915780368796e-01,1.248632157911685026e+00,4.455079709107892527e-01
-2.503133572433364207e-01,1.199381531104382503e+00,4.098883230602315408e-01
-4.017176205944204548e-01,1.123909999632126899e+00,3.533500580838929706e-01
-5.621300495201274616e-01,9.975063435078678209e-01,2.826427875725487371e-01
-5.046447555762229031e-01,8.858691032100702856e-01,2.104387803786065270e-01
-2.383853413537662114e-01,8.141514791252704164e-01,1.479735569343006152e-01
1.060219377852517353e-01,7.543255762175249401e-01,9.457022314924887207e-02
4.621593111485213234e-01,6.970363564906704168e-01,5.184107555254510030e-02
7.806555947952843466e-01,6.065026302242488843e-01,9.093439626057556527e-03
1.035835523026869209e+00,4.575521646377724294e-01,-3.581638235472842102e-02
1.198283286228496447e+00,2.829027876482574366e-01,-8.813034828526648823e-02
1.265032612154371350e+00,8.889925744257611007e-02,-1.440287200280753743e-01
1.256936195462507566e+00,-1.197216858566290398e-01,-1.964654834076093870e-01
1.185397862134503821e+00,-3.434485647175971046e-01,-2.451586950072771887e-01
1.057992039908018933e+00,-5.827171277022484830e-01,-2.922081041162546966e-01
8.837712758846244521e-01,-8.366385231365682795e-01,-3.395043745364900167e-01
6.743463003226281005e-01,-1.097464156321831918e+00,-3.871893966534633025e-01
2.105396791866692152e-01,-1.697528331540091084e+00,-5.481991512911680298e-01
1.278357959788848364e-01,-1.328959050633727434e+00,-4.548812085867615096e-01
-1.256161005366752091e-02,-1.553049576387252717e+00,-4.554398782042082816e-01
-7.884693422711629152e-02,-2.261788216722525391e+00,-4.957760154569350597e-01
-3.186085740901734575e-01,-2.624391973929013133e+00,-4.875035581777074634e-01
-5.495578055775520721e-01,-3.115930507758206236e+00,-4.094492802913629048e-01
-7.030456797153058490e-01,-3.972808715336265006e+00,-2.064819987297785708e-01
-7.965455772846562477e-01,-4.999999860979215782e+00,2.644702420519187691e-01
-5.341599897357947047e-01,-4.999999972955860628e+00,5.697212350894708122e-01
-4.420659600951781787e-01,-4.999999937337689992e+00,4.819531445989082563e-01
-1.384445595658615025e+00,-4.999999806768677502e+00,4.416182613896790093e-02
-1.571712087088911192e+00,-4.999999524368506698e+00,-2.671481053934920413e-01
-1.586728673167198789e+00,-4.999999988413606822e+00,-4.699214198292337441e-01
-1.579326902729264681e+00,-4.999999980585037029e+00,-5.810510704722329223e-01
-1.577842378880865981e+00,-5.000000008740632218e+00,-6.265900866315741169e-01
-1.627082902683515631e+00,-4.999999863925419952e+00,-6.394012637724203474e-01
-1.715303383871620291e+00,-4.999999994266882020e+00,-6.436893409142359079e-01
-1.815165345400877595e+00,-4.999961962152293715e+00,-6.568024234770623027e-01
-2.345634330079370944e+00,-4.999905686204701993e+00,-7.736345408537316226e-01
-2.543806610029334614e+00,-4.782497232161614598e+00,-8.283400459818549555e-01
-2.503294913605735417e+00,-4.332030162442287669e+00,-8.348615979343875226e-01
-2.297757242111695852e+00,-3.827920347866670348e+00,-7.981501390478998870e-01
-2.012969190270462505e+00,-3.291445559113378216e+00,-7.265159948790771427e-01
-1.700585882028975426e+00,-2.751628674525642193e+00,-6.291749433530459124e-01
-1.393098194722020455e+00,-2.226204699138661702e+00,-5.126399521848035157e-01
-1.109061012621512576e+00,-1.713952071332620841e+00,-3.814736323150278996e-01
